p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00686844970434	0.0115782437873	Sepiapterin reductase deficiency	SMPDB	SMP00491	DHFR; AKR1B1	231; 1719	9	9
0.00686844970434	0.0115782437873	Segawa syndrome	SMPDB	SMP00490	DHFR; AKR1B1	231; 1719	9	9
0.00686844970434	0.0115782437873	Pterine Biosynthesis	SMPDB	SMP00005	DHFR; AKR1B1	231; 1719	9	9
0.00686844970434	0.0115782437873	Dopa-responsive dystonia	SMPDB	SMP00486	DHFR; AKR1B1	231; 1719	9	9
0.00686844970434	0.0115782437873	Hyperphenylalaniemia due to guanosine triphosphate cyclohydrolase deficiency	SMPDB	SMP00487	DHFR; AKR1B1	231; 1719	9	9
0.00686844970434	0.0115782437873	Hyperphenylalaninemia due to 6-pyruvoyltetrahydropterin synthase deficiency (ptps)	SMPDB	SMP00488	DHFR; AKR1B1	231; 1719	9	9
0.00686844970434	0.0115782437873	Hyperphenylalaninemia due to dhpr-deficiency	SMPDB	SMP00489	DHFR; AKR1B1	231; 1719	9	9
0.00686844970434	0.0115782437873	sonic hedgehog receptor ptc1 regulates cell cycle	BioCarta	ptc1pathway	CDK1; CCNB1	891; 983	9	9
0.00697052417799	0.0117084961281	Apoptosis	Reactome	R-HSA-109581	LMNB1; E2F1; CLSPN; HMGB2; HIST1H1A; HIST1H1B	4001; 1869; 3009; 63967; 3148; 3024	118	118
0.00726802412308	0.0121219342265	One Carbon Metabolism	Wikipathways	WP241	DHFR; TYMS; DNMT1	1786; 1719; 7298	28	28
0.00726802412308	0.0121219342265	CDK-mediated phosphorylation and removal of Cdc6	Reactome	R-HSA-69017	UBE2C; CCNA2; CDC6	11065; 990; 890	28	28
0.00754902114898	0.0125462605011	SUMO E3 ligases SUMOylate target proteins	Reactome	R-HSA-3108232	HIST1H4C; BRCA1; NDC1; PCNA; CBX5; TOP2A	8364; 7153; 23468; 672; 55706; 5111	120	120
0.00785091717327	0.0130022207221	Programmed Cell Death	Reactome	R-HSA-5357801	LMNB1; E2F1; CLSPN; HMGB2; HIST1H1A; HIST1H1B	4001; 1869; 3009; 63967; 3148; 3024	121	121
0.0080224307873	0.0131936840822	Cyclin E associated events during G1/S transition 	Reactome	R-HSA-69202	CCNA2; SKP2; CKS1B	6502; 1163; 890	29	29
0.0080224307873	0.0131936840822	Cyclin A:Cdk2-associated events at S phase entry	Reactome	R-HSA-69656	CCNA2; SKP2; CKS1B	6502; 1163; 890	29	29
0.00837930576671	0.0137327511177	Viral carcinogenesis - Homo sapiens (human)	KEGG	path:hsa05203	HIST1H4C; SKP2; HIST1H2BH; CDC20; CDK1; CCNA2; RANBP1; CHEK1	1111; 8345; 8364; 983; 5902; 6502; 890; 991	201	201
0.00850514144995	0.0138428509116	Gemcitabine Pathway, Pharmacodynamics	PharmGKB	PA2036	RRM2; RRM1	6240; 6241	10	10
0.00850514144995	0.0138428509116	e2f1 destruction pathway	BioCarta	skp2e2fpathway	SKP2; E2F1	6502; 1869	10	10
0.00945428244778	0.0153347811524	p53 pathway	PID	p53regulationpathway	CSE1L; CCNA2; SKP2; CHEK1	1434; 1111; 6502; 890	58	58
0.00966510974354	0.0155697331022	Trans-sulfuration and one carbon metabolism	Wikipathways	WP2525	DHFR; TYMS; DNMT1	1786; 1719; 7298	31	31
0.00966510974354	0.0155697331022	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	Reactome	R-HSA-8866652	UBE2C; UBE2S; UBE2T	29089; 27338; 11065	31	31
